Horodatage;Machine;Taux de production (u/min);Température (°C);Pression (bar);Défauts détectés;Énergie Consommée (kWh)
2024-07-12 02:25;Étiquetage;114;5.9;1.0;Aucun;2.51
2024-07-12 02:30;Étiquetage;145;6.1;1.0;Fuites (1.5%);1.57
2024-07-12 02:35;Remplissage;136;6.6;1.0;Mauvais alignement (0.8%);2.57
2024-07-12 02:40;Carottage;100;6.4;1.0;Fuites (1.5%);1.55
2024-07-12 02:45;Étiquetage;125;7.0;1.0;Bulles d'air (2%);1.83
2024-07-12 02:50;Remplissage;138;6.9;1.0;Rayures (1%);1.48
2024-07-12 02:55;Soufflage;113;198.7;6.7;Aucun;2.15
2024-07-12 03:00;Carottage;133;5.1;1.0;Bulles d'air (2%);2.0
2024-07-12 03:05;Étiquetage;114;6.3;1.0;Rayures (1%);1.52
2024-07-12 03:10;Soufflage;127;103.4;7.1;Bulles d'air (2%);1.65
2024-07-12 03:15;Carottage;132;6.6;1.0;Aucun;2.37
2024-07-12 03:20;Remplissage;125;5.1;1.0;Mauvais alignement (0.8%);1.82
2024-07-12 03:25;Carottage;130;6.4;1.0;Mauvais alignement (0.8%);2.56
2024-07-12 03:30;Soufflage;127;141.4;6.7;Déformation (1%);2.73
2024-07-12 03:35;Carottage;106;5.8;1.0;Déformation (1%);1.15
2024-07-12 03:40;Carottage;147;5.8;1.0;Bulles d'air (2%);1.37
2024-07-12 03:45;Étiquetage;121;4.9;1.0;Bulles d'air (2%);2.78
2024-07-12 03:50;Remplissage;101;5.8;1.0;Bulles d'air (2%);1.62
2024-07-12 03:55;Carottage;123;6.5;1.0;Rayures (1%);2.11
2024-07-12 04:00;Carottage;112;5.0;1.0;Mauvais alignement (0.8%);1.36
2024-07-12 04:05;Soufflage;125;175.8;6.8;Mauvais alignement (0.8%);1.01
2024-07-12 04:10;Étiquetage;128;6.4;1.0;Fuites (1.5%);1.35
2024-07-12 04:15;Carottage;107;6.9;1.0;Fuites (1.5%);1.5
2024-07-12 04:20;Étiquetage;119;7.2;1.0;Aucun;1.13
2024-07-12 04:25;Étiquetage;104;6.2;1.0;Aucun;1.65
2024-07-12 04:30;Carottage;144;5.2;1.0;Fuites (1.5%);1.42
2024-07-12 04:35;Carottage;131;5.7;1.0;Aucun;2.78
2024-07-12 04:40;Soufflage;136;186.3;8.0;Fuites (1.5%);1.33
2024-07-12 04:45;Remplissage;147;7.4;1.0;Fuites (1.5%);1.62
2024-07-12 04:50;Carottage;145;6.3;1.0;Déformation (1%);1.31
2024-07-12 04:55;Remplissage;129;4.5;1.0;Rayures (1%);2.31
2024-07-12 05:00;Soufflage;136;128.7;7.1;Rayures (1%);2.12
2024-07-12 05:05;Carottage;100;4.8;1.0;Bulles d'air (2%);2.17
2024-07-12 05:10;Remplissage;133;6.1;1.0;Fuites (1.5%);2.17
2024-07-12 05:15;Soufflage;130;196.7;5.3;Aucun;2.01
2024-07-12 05:20;Étiquetage;133;6.9;1.0;Mauvais alignement (0.8%);1.04
2024-07-12 05:25;Étiquetage;113;7.1;1.0;Déformation (1%);1.4
2024-07-12 05:30;Soufflage;114;153.9;8.5;Bulles d'air (2%);1.0
2024-07-12 05:35;Étiquetage;139;6.0;1.0;Déformation (1%);1.22
2024-07-12 05:40;Soufflage;100;117.6;5.7;Déformation (1%);1.88
2024-07-12 05:45;Carottage;140;7.3;1.0;Fuites (1.5%);2.25
2024-07-12 05:50;Étiquetage;102;6.1;1.0;Mauvais alignement (0.8%);2.98
2024-07-12 05:55;Soufflage;114;140.8;6.1;Fuites (1.5%);2.44
2024-07-12 06:00;Étiquetage;141;5.7;1.0;Rayures (1%);2.79
2024-07-12 06:05;Remplissage;127;5.0;1.0;Fuites (1.5%);2.1
2024-07-12 06:10;Carottage;119;5.8;1.0;Fuites (1.5%);1.74
2024-07-12 06:15;Étiquetage;111;5.1;1.0;Rayures (1%);2.94
2024-07-12 06:20;Remplissage;135;7.4;1.0;Aucun;2.91
2024-07-12 06:25;Carottage;142;4.9;1.0;Aucun;2.24
2024-07-12 06:30;Soufflage;111;151.6;8.5;Fuites (1.5%);1.9
2024-07-12 06:35;Remplissage;148;6.6;1.0;Rayures (1%);2.91
2024-07-12 06:40;Étiquetage;136;4.7;1.0;Fuites (1.5%);2.91
2024-07-12 06:45;Carottage;122;5.9;1.0;Mauvais alignement (0.8%);1.08
2024-07-12 06:50;Remplissage;136;5.7;1.0;Déformation (1%);2.48
2024-07-12 06:55;Remplissage;101;6.6;1.0;Déformation (1%);1.18
2024-07-12 07:00;Étiquetage;150;6.6;1.0;Aucun;2.96
2024-07-12 07:05;Carottage;101;5.2;1.0;Déformation (1%);2.02
2024-07-12 07:10;Soufflage;124;113.0;8.3;Déformation (1%);2.24
2024-07-12 07:15;Étiquetage;118;5.1;1.0;Déformation (1%);2.0
2024-07-12 07:20;Soufflage;117;115.6;5.6;Aucun;2.21
2024-07-12 07:25;Carottage;122;4.8;1.0;Aucun;1.95
2024-07-12 07:30;Carottage;144;6.4;1.0;Déformation (1%);2.78
2024-07-12 07:35;Carottage;141;5.4;1.0;Déformation (1%);2.12
2024-07-12 07:40;Remplissage;136;5.4;1.0;Déformation (1%);1.96
2024-07-12 07:45;Étiquetage;142;6.1;1.0;Déformation (1%);2.52
2024-07-12 07:50;Remplissage;101;6.5;1.0;Bulles d'air (2%);1.77
2024-07-12 07:55;Carottage;132;5.8;1.0;Mauvais alignement (0.8%);2.68
2024-07-12 08:00;Remplissage;105;6.8;1.0;Fuites (1.5%);2.72
2024-07-12 08:05;Carottage;118;6.9;1.0;Déformation (1%);2.49
2024-07-12 08:10;Remplissage;147;5.1;1.0;Fuites (1.5%);1.29
2024-07-12 08:15;Soufflage;146;182.2;5.3;Mauvais alignement (0.8%);1.36
2024-07-12 08:20;Soufflage;103;187.1;8.2;Mauvais alignement (0.8%);2.16
2024-07-12 08:25;Remplissage;114;6.7;1.0;Déformation (1%);2.62
2024-07-12 08:30;Carottage;105;5.0;1.0;Bulles d'air (2%);2.99
2024-07-12 08:35;Étiquetage;131;6.7;1.0;Rayures (1%);2.55
2024-07-12 08:40;Remplissage;131;5.8;1.0;Déformation (1%);1.39
2024-07-12 08:45;Carottage;130;6.2;1.0;Fuites (1.5%);1.55
2024-07-12 08:50;Soufflage;143;196.2;5.1;Rayures (1%);1.71
2024-07-12 08:55;Carottage;105;4.8;1.0;Rayures (1%);1.49
2024-07-12 09:00;Étiquetage;141;6.5;1.0;Déformation (1%);2.58
2024-07-12 09:05;Étiquetage;137;6.7;1.0;Rayures (1%);1.33
2024-07-12 09:10;Carottage;115;5.4;1.0;Déformation (1%);2.76
2024-07-12 09:15;Carottage;119;5.2;1.0;Déformation (1%);1.53
2024-07-12 09:20;Étiquetage;123;6.9;1.0;Déformation (1%);2.77
2024-07-12 09:25;Étiquetage;115;7.0;1.0;Rayures (1%);2.51
2024-07-12 09:30;Remplissage;125;6.3;1.0;Rayures (1%);1.8
2024-07-12 09:35;Soufflage;108;145.8;8.3;Mauvais alignement (0.8%);1.45
2024-07-12 09:40;Étiquetage;144;6.1;1.0;Déformation (1%);2.2
2024-07-12 09:45;Étiquetage;129;7.4;1.0;Déformation (1%);2.9
2024-07-12 09:50;Carottage;104;4.9;1.0;Aucun;2.27
2024-07-12 09:55;Soufflage;148;110.9;4.7;Fuites (1.5%);1.97
2024-07-12 10:00;Carottage;116;5.2;1.0;Aucun;1.62
2024-07-12 10:05;Étiquetage;105;5.9;1.0;Mauvais alignement (0.8%);1.88
2024-07-12 10:10;Étiquetage;134;5.1;1.0;Aucun;1.81
2024-07-12 10:15;Étiquetage;142;7.1;1.0;Rayures (1%);1.88
2024-07-12 10:20;Étiquetage;100;5.0;1.0;Fuites (1.5%);2.43
2024-07-12 10:25;Soufflage;112;182.1;6.6;Fuites (1.5%);1.98
2024-07-12 10:30;Remplissage;118;7.4;1.0;Déformation (1%);2.49
2024-07-12 10:35;Étiquetage;145;5.2;1.0;Fuites (1.5%);2.03
2024-07-12 10:40;Étiquetage;110;6.1;1.0;Fuites (1.5%);1.21
2024-07-12 10:45;Soufflage;132;199.5;5.8;Fuites (1.5%);2.82
2024-07-12 10:50;Étiquetage;150;5.1;1.0;Fuites (1.5%);2.02
2024-07-12 10:55;Carottage;113;6.5;1.0;Fuites (1.5%);1.84
2024-07-12 11:00;Remplissage;106;5.9;1.0;Déformation (1%);1.24
2024-07-12 11:05;Remplissage;134;5.4;1.0;Fuites (1.5%);1.66
2024-07-12 11:10;Carottage;137;7.3;1.0;Mauvais alignement (0.8%);1.21
2024-07-12 11:15;Soufflage;129;193.0;8.0;Déformation (1%);1.29
2024-07-12 11:20;Soufflage;142;160.7;7.6;Rayures (1%);2.1
2024-07-12 11:25;Soufflage;126;133.8;8.2;Bulles d'air (2%);2.18
2024-07-12 11:30;Carottage;100;4.5;1.0;Rayures (1%);2.61
2024-07-12 11:35;Soufflage;148;162.2;5.5;Rayures (1%);2.88
2024-07-12 11:40;Carottage;144;4.6;1.0;Bulles d'air (2%);2.13
2024-07-12 11:45;Étiquetage;124;5.2;1.0;Mauvais alignement (0.8%);2.35
2024-07-12 11:50;Remplissage;138;7.1;1.0;Aucun;2.66
2024-07-12 11:55;Étiquetage;140;7.3;1.0;Déformation (1%);1.28
2024-07-12 12:00;Remplissage;119;6.9;1.0;Aucun;1.36
2024-07-12 12:05;Étiquetage;129;6.7;1.0;Bulles d'air (2%);2.18
2024-07-12 12:10;Carottage;141;6.9;1.0;Bulles d'air (2%);1.22
2024-07-12 12:15;Remplissage;141;7.1;1.0;Rayures (1%);1.46
2024-07-12 12:20;Remplissage;124;6.6;1.0;Mauvais alignement (0.8%);2.86
2024-07-12 12:25;Remplissage;142;5.0;1.0;Bulles d'air (2%);2.27
2024-07-12 12:30;Carottage;137;5.4;1.0;Déformation (1%);1.08
2024-07-12 12:35;Étiquetage;149;6.9;1.0;Aucun;2.75
2024-07-12 12:40;Soufflage;109;149.8;5.9;Déformation (1%);1.03
2024-07-12 12:45;Étiquetage;132;5.6;1.0;Bulles d'air (2%);2.91
2024-07-12 12:50;Carottage;102;7.5;1.0;Aucun;1.04
2024-07-12 12:55;Étiquetage;143;7.0;1.0;Mauvais alignement (0.8%);1.06
2024-07-12 13:00;Soufflage;114;153.8;5.7;Déformation (1%);2.03
2024-07-12 13:05;Étiquetage;100;5.3;1.0;Mauvais alignement (0.8%);2.31
2024-07-12 13:10;Carottage;132;5.7;1.0;Déformation (1%);1.66
2024-07-12 13:15;Carottage;115;5.0;1.0;Déformation (1%);1.92
2024-07-12 13:20;Soufflage;144;193.0;4.7;Fuites (1.5%);1.61
2024-07-12 13:25;Soufflage;145;100.6;7.0;Fuites (1.5%);2.79
2024-07-12 13:30;Étiquetage;145;7.1;1.0;Mauvais alignement (0.8%);2.28
2024-07-12 13:35;Soufflage;109;145.4;6.5;Aucun;1.8
2024-07-12 13:40;Soufflage;111;120.7;7.4;Mauvais alignement (0.8%);1.53
2024-07-12 13:45;Carottage;144;6.6;1.0;Mauvais alignement (0.8%);2.84
2024-07-12 13:50;Étiquetage;142;7.3;1.0;Mauvais alignement (0.8%);1.15
2024-07-12 13:55;Remplissage;106;5.0;1.0;Aucun;2.46
2024-07-12 14:00;Carottage;117;4.8;1.0;Déformation (1%);2.56
2024-07-12 14:05;Remplissage;145;5.9;1.0;Aucun;1.96
2024-07-12 14:10;Étiquetage;139;7.1;1.0;Bulles d'air (2%);2.58
2024-07-12 14:15;Soufflage;109;169.3;7.1;Aucun;1.96
2024-07-12 14:20;Remplissage;141;7.1;1.0;Déformation (1%);1.46
2024-07-12 14:25;Carottage;108;6.6;1.0;Mauvais alignement (0.8%);2.5
2024-07-12 14:30;Soufflage;113;154.2;5.8;Rayures (1%);2.79
2024-07-12 14:35;Carottage;139;7.0;1.0;Fuites (1.5%);1.69
2024-07-12 14:40;Carottage;145;5.3;1.0;Mauvais alignement (0.8%);2.27
2024-07-12 14:45;Étiquetage;127;4.9;1.0;Bulles d'air (2%);2.52
2024-07-12 14:50;Étiquetage;111;6.0;1.0;Aucun;2.32
2024-07-12 14:55;Remplissage;100;6.5;1.0;Bulles d'air (2%);2.02
2024-07-12 15:00;Remplissage;118;7.2;1.0;Fuites (1.5%);2.6
2024-07-12 15:05;Soufflage;121;146.4;5.8;Bulles d'air (2%);1.9
2024-07-12 15:10;Étiquetage;110;5.3;1.0;Aucun;2.41
2024-07-12 15:15;Remplissage;128;5.3;1.0;Bulles d'air (2%);1.35
2024-07-12 15:20;Remplissage;122;5.0;1.0;Rayures (1%);1.99
2024-07-12 15:25;Remplissage;117;6.6;1.0;Rayures (1%);1.67
2024-07-12 15:30;Remplissage;130;6.2;1.0;Rayures (1%);1.75
2024-07-12 15:35;Remplissage;129;4.8;1.0;Mauvais alignement (0.8%);2.4
2024-07-12 15:40;Remplissage;116;7.3;1.0;Aucun;1.4
2024-07-12 15:45;Carottage;120;6.4;1.0;Fuites (1.5%);1.33
2024-07-12 15:50;Soufflage;149;113.7;8.2;Bulles d'air (2%);2.31
2024-07-12 15:55;Étiquetage;108;4.7;1.0;Aucun;2.12
2024-07-12 16:00;Soufflage;107;132.7;6.6;Aucun;2.58
2024-07-12 16:05;Carottage;112;4.8;1.0;Aucun;1.03
2024-07-12 16:10;Remplissage;108;6.0;1.0;Bulles d'air (2%);1.34
2024-07-12 16:15;Étiquetage;124;5.9;1.0;Bulles d'air (2%);2.71
2024-07-12 16:20;Carottage;131;5.7;1.0;Mauvais alignement (0.8%);1.15
2024-07-12 16:25;Soufflage;131;182.4;6.5;Fuites (1.5%);1.34
2024-07-12 16:30;Étiquetage;124;7.0;1.0;Déformation (1%);1.95
2024-07-12 16:35;Carottage;132;6.2;1.0;Rayures (1%);1.64
2024-07-12 16:40;Soufflage;127;161.0;6.8;Bulles d'air (2%);1.53
2024-07-12 16:45;Carottage;120;5.0;1.0;Rayures (1%);2.86
2024-07-12 16:50;Carottage;142;6.3;1.0;Bulles d'air (2%);2.86
2024-07-12 16:55;Soufflage;137;195.5;7.7;Déformation (1%);1.51
2024-07-12 17:00;Remplissage;138;4.8;1.0;Fuites (1.5%);1.85
2024-07-12 17:05;Carottage;142;4.8;1.0;Bulles d'air (2%);2.94
2024-07-12 17:10;Carottage;133;7.3;1.0;Rayures (1%);1.6
2024-07-12 17:15;Étiquetage;136;5.4;1.0;Mauvais alignement (0.8%);2.4
2024-07-12 17:20;Carottage;133;5.5;1.0;Mauvais alignement (0.8%);2.66
2024-07-12 17:25;Carottage;109;7.4;1.0;Rayures (1%);1.2
2024-07-12 17:30;Carottage;149;5.9;1.0;Déformation (1%);1.22
2024-07-12 17:35;Carottage;144;6.9;1.0;Bulles d'air (2%);1.13
2024-07-12 17:40;Remplissage;117;7.4;1.0;Fuites (1.5%);2.1
2024-07-12 17:45;Remplissage;117;4.8;1.0;Bulles d'air (2%);1.83
2024-07-12 17:50;Remplissage;125;7.1;1.0;Déformation (1%);2.52
2024-07-12 17:55;Remplissage;105;4.7;1.0;Aucun;1.25
2024-07-12 18:00;Soufflage;134;192.9;7.2;Rayures (1%);1.35
2024-07-12 18:05;Carottage;121;4.5;1.0;Déformation (1%);1.57
2024-07-12 18:10;Étiquetage;144;4.6;1.0;Fuites (1.5%);2.65
2024-07-12 18:15;Carottage;110;6.9;1.0;Mauvais alignement (0.8%);2.35
2024-07-12 18:20;Remplissage;107;4.7;1.0;Fuites (1.5%);2.78
2024-07-12 18:25;Étiquetage;125;6.6;1.0;Mauvais alignement (0.8%);1.23
2024-07-12 18:30;Remplissage;147;4.9;1.0;Rayures (1%);2.42
2024-07-12 18:35;Carottage;100;6.8;1.0;Bulles d'air (2%);1.51
2024-07-12 18:40;Étiquetage;147;7.0;1.0;Rayures (1%);2.97
2024-07-12 18:45;Soufflage;102;106.8;5.1;Bulles d'air (2%);1.47
2024-07-12 18:50;Soufflage;114;179.1;8.4;Déformation (1%);1.93
2024-07-12 18:55;Étiquetage;134;5.7;1.0;Bulles d'air (2%);2.9
2024-07-12 19:00;Carottage;137;7.4;1.0;Bulles d'air (2%);2.15
2024-07-12 19:05;Carottage;141;5.6;1.0;Bulles d'air (2%);2.35
2024-07-12 19:10;Étiquetage;128;5.2;1.0;Aucun;1.07
2024-07-12 19:15;Étiquetage;112;5.3;1.0;Aucun;2.18
2024-07-12 19:20;Étiquetage;126;7.4;1.0;Rayures (1%);2.57
2024-07-12 19:25;Étiquetage;139;6.9;1.0;Bulles d'air (2%);2.12
2024-07-12 19:30;Soufflage;129;142.9;7.5;Aucun;2.5
2024-07-12 19:35;Soufflage;144;175.1;5.4;Mauvais alignement (0.8%);1.47
2024-07-12 19:40;Soufflage;136;177.2;6.9;Mauvais alignement (0.8%);1.11
2024-07-12 19:45;Étiquetage;139;5.6;1.0;Déformation (1%);2.87
2024-07-12 19:50;Étiquetage;118;6.2;1.0;Bulles d'air (2%);1.84
2024-07-12 19:55;Remplissage;132;5.4;1.0;Bulles d'air (2%);1.56
2024-07-12 20:00;Carottage;108;6.7;1.0;Déformation (1%);2.79
2024-07-12 20:05;Soufflage;114;115.8;5.6;Rayures (1%);1.64
2024-07-12 20:10;Soufflage;122;197.7;5.0;Bulles d'air (2%);1.13
2024-07-12 20:15;Soufflage;106;175.4;8.0;Rayures (1%);1.73
2024-07-12 20:20;Remplissage;114;4.7;1.0;Rayures (1%);2.32
2024-07-12 20:25;Remplissage;142;4.5;1.0;Rayures (1%);1.77
2024-07-12 20:30;Carottage;117;5.3;1.0;Rayures (1%);1.66
2024-07-12 20:35;Remplissage;103;7.2;1.0;Aucun;2.76
2024-07-12 20:40;Carottage;148;4.9;1.0;Bulles d'air (2%);1.81
2024-07-12 20:45;Carottage;140;5.2;1.0;Déformation (1%);1.44
2024-07-12 20:50;Remplissage;109;4.9;1.0;Mauvais alignement (0.8%);2.06
2024-07-12 20:55;Soufflage;136;170.2;6.8;Mauvais alignement (0.8%);1.82
2024-07-12 21:00;Soufflage;101;131.2;5.2;Fuites (1.5%);2.67
2024-07-12 21:05;Carottage;100;5.3;1.0;Mauvais alignement (0.8%);2.85
2024-07-12 21:10;Carottage;144;6.9;1.0;Aucun;2.11
2024-07-12 21:15;Soufflage;112;164.3;7.7;Bulles d'air (2%);2.92
2024-07-12 21:20;Étiquetage;119;6.5;1.0;Déformation (1%);1.64
2024-07-12 21:25;Remplissage;120;4.7;1.0;Aucun;1.53
2024-07-12 21:30;Soufflage;113;162.8;6.4;Aucun;2.96
2024-07-12 21:35;Soufflage;132;136.1;8.1;Fuites (1.5%);2.04
2024-07-12 21:40;Soufflage;109;113.1;6.4;Rayures (1%);2.6
2024-07-12 21:45;Remplissage;119;6.7;1.0;Mauvais alignement (0.8%);2.3
2024-07-12 21:50;Carottage;102;6.5;1.0;Mauvais alignement (0.8%);2.1
2024-07-12 21:55;Remplissage;120;6.3;1.0;Mauvais alignement (0.8%);2.72
2024-07-12 22:00;Soufflage;115;109.8;8.1;Déformation (1%);1.29
2024-07-12 22:05;Étiquetage;102;5.2;1.0;Rayures (1%);2.71
2024-07-12 22:10;Carottage;107;6.5;1.0;Fuites (1.5%);2.44
2024-07-12 22:15;Soufflage;131;170.0;7.6;Fuites (1.5%);1.84
2024-07-12 22:20;Étiquetage;141;5.7;1.0;Mauvais alignement (0.8%);1.27
2024-07-12 22:25;Étiquetage;122;7.2;1.0;Bulles d'air (2%);1.98
2024-07-12 22:30;Étiquetage;135;6.6;1.0;Aucun;2.89
2024-07-12 22:35;Remplissage;125;4.6;1.0;Mauvais alignement (0.8%);1.22
2024-07-12 22:40;Étiquetage;103;5.9;1.0;Rayures (1%);2.45
2024-07-12 22:45;Soufflage;117;121.9;4.8;Aucun;1.38
2024-07-12 22:50;Carottage;127;5.1;1.0;Fuites (1.5%);1.85
2024-07-12 22:55;Remplissage;111;4.8;1.0;Mauvais alignement (0.8%);1.81
2024-07-12 23:00;Remplissage;100;6.1;1.0;Fuites (1.5%);1.28
2024-07-12 23:05;Remplissage;123;7.4;1.0;Mauvais alignement (0.8%);1.91
2024-07-12 23:10;Soufflage;128;146.9;7.7;Déformation (1%);2.35
2024-07-12 23:15;Étiquetage;113;4.8;1.0;Fuites (1.5%);1.09
2024-07-12 23:20;Soufflage;114;182.1;8.1;Fuites (1.5%);2.41
2024-07-12 23:25;Remplissage;132;4.6;1.0;Déformation (1%);1.18
2024-07-12 23:30;Soufflage;111;162.8;5.2;Mauvais alignement (0.8%);2.77
2024-07-12 23:35;Soufflage;149;115.2;7.6;Déformation (1%);2.37
2024-07-12 23:40;Carottage;132;5.0;1.0;Bulles d'air (2%);1.69
2024-07-12 23:45;Soufflage;107;120.4;5.3;Fuites (1.5%);2.13
2024-07-12 23:50;Soufflage;117;108.6;5.7;Bulles d'air (2%);2.15
2024-07-12 23:55;Remplissage;110;6.5;1.0;Fuites (1.5%);1.69
2024-07-13 00:00;Carottage;131;4.7;1.0;Mauvais alignement (0.8%);2.71
2024-07-13 00:05;Carottage;107;6.5;1.0;Déformation (1%);2.86
2024-07-13 00:10;Étiquetage;101;7.1;1.0;Mauvais alignement (0.8%);1.79
2024-07-13 00:15;Soufflage;100;118.6;5.8;Rayures (1%);2.34
2024-07-13 00:20;Carottage;143;7.0;1.0;Mauvais alignement (0.8%);1.3
2024-07-13 00:25;Remplissage;106;5.8;1.0;Mauvais alignement (0.8%);1.71
2024-07-13 00:30;Remplissage;101;4.9;1.0;Mauvais alignement (0.8%);1.8
2024-07-13 00:35;Étiquetage;106;6.2;1.0;Rayures (1%);1.35
2024-07-13 00:40;Remplissage;119;5.7;1.0;Bulles d'air (2%);2.68
2024-07-13 00:45;Carottage;119;4.5;1.0;Bulles d'air (2%);2.26
2024-07-13 00:50;Soufflage;126;148.5;7.0;Bulles d'air (2%);2.83
2024-07-13 00:55;Carottage;116;5.8;1.0;Déformation (1%);1.57
2024-07-13 01:00;Soufflage;121;169.9;6.2;Déformation (1%);2.38
2024-07-13 01:05;Étiquetage;119;6.8;1.0;Fuites (1.5%);2.3
2024-07-13 01:10;Carottage;147;5.5;1.0;Déformation (1%);2.4
2024-07-13 01:15;Étiquetage;134;6.2;1.0;Mauvais alignement (0.8%);2.92
2024-07-13 01:20;Remplissage;144;7.0;1.0;Bulles d'air (2%);2.0
2024-07-13 01:25;Remplissage;121;4.7;1.0;Aucun;2.3
2024-07-13 01:30;Carottage;140;6.6;1.0;Rayures (1%);2.7
2024-07-13 01:35;Remplissage;136;5.2;1.0;Déformation (1%);2.5
2024-07-13 01:40;Étiquetage;102;6.2;1.0;Fuites (1.5%);2.11
2024-07-13 01:45;Étiquetage;146;6.7;1.0;Rayures (1%);2.96
2024-07-13 01:50;Carottage;112;6.4;1.0;Fuites (1.5%);1.84
2024-07-13 01:55;Remplissage;100;4.7;1.0;Rayures (1%);1.29
2024-07-13 02:00;Remplissage;131;5.0;1.0;Bulles d'air (2%);1.39
2024-07-13 02:05;Étiquetage;128;4.8;1.0;Rayures (1%);1.89
2024-07-13 02:10;Carottage;124;5.8;1.0;Bulles d'air (2%);2.92
2024-07-13 02:15;Carottage;139;7.4;1.0;Fuites (1.5%);1.75
2024-07-13 02:20;Remplissage;133;6.4;1.0;Déformation (1%);2.06
2024-07-13 02:25;Carottage;135;5.1;1.0;Déformation (1%);1.98
2024-07-13 02:30;Carottage;113;6.6;1.0;Fuites (1.5%);1.43
2024-07-13 02:35;Remplissage;139;6.1;1.0;Fuites (1.5%);1.3
2024-07-13 02:40;Remplissage;130;7.2;1.0;Bulles d'air (2%);2.34
2024-07-13 02:45;Carottage;138;7.0;1.0;Fuites (1.5%);1.57
2024-07-13 02:50;Soufflage;105;191.4;6.1;Rayures (1%);1.24
2024-07-13 02:55;Remplissage;125;7.4;1.0;Rayures (1%);1.58
2024-07-13 03:00;Carottage;142;6.3;1.0;Aucun;2.85
2024-07-13 03:05;Soufflage;108;148.7;6.1;Mauvais alignement (0.8%);2.72
2024-07-13 03:10;Étiquetage;104;4.8;1.0;Bulles d'air (2%);2.66
2024-07-13 03:15;Carottage;133;4.7;1.0;Mauvais alignement (0.8%);2.62
2024-07-13 03:20;Étiquetage;149;4.7;1.0;Bulles d'air (2%);1.02
2024-07-13 03:25;Carottage;113;5.9;1.0;Aucun;2.65
2024-07-13 03:30;Remplissage;118;5.5;1.0;Déformation (1%);2.69
2024-07-13 03:35;Remplissage;148;7.4;1.0;Rayures (1%);2.53
2024-07-13 03:40;Soufflage;142;181.1;7.4;Rayures (1%);2.87
2024-07-13 03:45;Carottage;126;5.8;1.0;Rayures (1%);1.67
2024-07-13 03:50;Étiquetage;119;6.4;1.0;Mauvais alignement (0.8%);2.88
2024-07-13 03:55;Soufflage;147;144.1;5.7;Fuites (1.5%);1.57
2024-07-13 04:00;Étiquetage;139;5.6;1.0;Déformation (1%);2.15
2024-07-13 04:05;Étiquetage;105;5.6;1.0;Bulles d'air (2%);1.66
2024-07-13 04:10;Soufflage;109;128.2;6.7;Mauvais alignement (0.8%);1.63
2024-07-13 04:15;Étiquetage;124;6.8;1.0;Bulles d'air (2%);2.08
2024-07-13 04:20;Étiquetage;123;5.1;1.0;Fuites (1.5%);2.68
2024-07-13 04:25;Remplissage;122;6.9;1.0;Mauvais alignement (0.8%);1.45
2024-07-13 04:30;Étiquetage;143;6.9;1.0;Rayures (1%);1.89
2024-07-13 04:35;Étiquetage;144;6.4;1.0;Aucun;1.18
2024-07-13 04:40;Carottage;100;6.5;1.0;Bulles d'air (2%);1.47
2024-07-13 04:45;Soufflage;141;146.9;8.4;Bulles d'air (2%);2.23
2024-07-13 04:50;Carottage;124;5.0;1.0;Mauvais alignement (0.8%);1.51
2024-07-13 04:55;Remplissage;126;6.7;1.0;Aucun;1.41
2024-07-13 05:00;Soufflage;138;101.2;7.1;Bulles d'air (2%);1.64
2024-07-13 05:05;Étiquetage;110;6.9;1.0;Aucun;2.8
2024-07-13 05:10;Remplissage;139;5.3;1.0;Rayures (1%);2.05
2024-07-13 05:15;Étiquetage;136;5.6;1.0;Rayures (1%);2.39
2024-07-13 05:20;Soufflage;139;182.9;7.6;Aucun;1.14
2024-07-13 05:25;Carottage;147;7.0;1.0;Mauvais alignement (0.8%);2.31
2024-07-13 05:30;Étiquetage;125;4.6;1.0;Fuites (1.5%);2.71
2024-07-13 05:35;Soufflage;100;145.1;8.5;Rayures (1%);1.3
2024-07-13 05:40;Carottage;122;7.2;1.0;Mauvais alignement (0.8%);1.25
2024-07-13 05:45;Carottage;143;6.8;1.0;Mauvais alignement (0.8%);2.6
2024-07-13 05:50;Soufflage;125;178.9;6.2;Déformation (1%);2.4
2024-07-13 05:55;Soufflage;130;162.7;8.4;Bulles d'air (2%);1.19
2024-07-13 06:00;Remplissage;115;6.7;1.0;Aucun;2.92
2024-07-13 06:05;Soufflage;128;189.5;4.5;Déformation (1%);1.36
2024-07-13 06:10;Soufflage;147;174.5;5.9;Déformation (1%);1.05
2024-07-13 06:15;Carottage;132;7.2;1.0;Déformation (1%);2.13
2024-07-13 06:20;Soufflage;143;103.1;7.7;Aucun;2.86
2024-07-13 06:25;Remplissage;118;7.0;1.0;Aucun;2.05
2024-07-13 06:30;Étiquetage;126;6.4;1.0;Rayures (1%);2.64
2024-07-13 06:35;Carottage;109;5.5;1.0;Déformation (1%);2.95
2024-07-13 06:40;Carottage;138;6.6;1.0;Mauvais alignement (0.8%);2.8
2024-07-13 06:45;Soufflage;139;122.4;6.3;Bulles d'air (2%);1.08
2024-07-13 06:50;Étiquetage;138;5.5;1.0;Mauvais alignement (0.8%);2.59
2024-07-13 06:55;Soufflage;105;176.1;6.8;Bulles d'air (2%);2.91
2024-07-13 07:00;Étiquetage;100;6.5;1.0;Aucun;1.22
